date_received,Link to complaint,action_taken,Country of Origin
2021-10-27T00:00:00.000Z,https://lumendatabase.org/notices/25565711,Yes,Indonesia
2021-10-27T00:00:00.000Z,https://lumendatabase.org/notices/25573464,Yes,Turkey
2021-10-27T00:00:00.000Z,https://lumendatabase.org/notices/25568991,Partial,Turkey
2021-10-27T00:00:00.000Z,https://lumendatabase.org/notices/25610387,Yes,Turkey
2021-10-27T00:00:00.000Z,https://lumendatabase.org/notices/25572245,Yes,Turkey
2021-10-28T00:00:00.000Z,https://lumendatabase.org/notices/25751909,Yes,Taiwan
2021-10-28T00:00:00.000Z,https://lumendatabase.org/notices/25572158,Yes,Turkey
2021-10-29T00:00:00.000Z,https://lumendatabase.org/notices/25735296,Partial,India
2021-10-29T00:00:00.000Z,https://lumendatabase.org/notices/25639209,Partial,Unknown
2021-11-01T00:00:00.000Z,https://lumendatabase.org/notices/25619739,Yes,Brazil
2021-11-01T00:00:00.000Z,https://lumendatabase.org/notices/25657730,Yes,India
2021-11-01T00:00:00.000Z,https://lumendatabase.org/notices/25619169,Yes,Turkey
2021-11-02T00:00:00.000Z,https://lumendatabase.org/notices/25729332,Partial,India
2021-11-03T00:00:00.000Z,https://lumendatabase.org/notices/25786354,Partial,India
2021-11-03T00:00:00.000Z,https://lumendatabase.org/notices/25729924,Partial,India
2021-11-03T00:00:00.000Z,https://lumendatabase.org/notices/26338623,Yes,Russia
2021-11-03T00:00:00.000Z,https://lumendatabase.org/notices/26338700,Yes,Russia
2021-11-03T00:00:00.000Z,https://lumendatabase.org/notices/26338747,Yes,Russia
2021-11-04T00:00:00.000Z,https://lumendatabase.org/notices/27211986,Yes,Russia
2021-11-04T00:00:00.000Z,https://lumendatabase.org/notices/27211987,Yes,Russia
2021-11-04T00:00:00.000Z,https://lumendatabase.org/notices/25654961,Yes,Turkey
2021-11-05T00:00:00.000Z,https://lumendatabase.org/notices/25664997,Yes,France
2021-11-05T00:00:00.000Z,https://lumendatabase.org/notices/25665020,Yes,France
2021-11-05T00:00:00.000Z,https://lumendatabase.org/notices/25729852,Partial,India
2021-11-06T00:00:00.000Z,https://lumendatabase.org/notices/25729608,Partial,India
2021-11-06T00:00:00.000Z,https://lumendatabase.org/notices/25729684,Partial,India
2021-11-07T00:00:00.000Z,https://lumendatabase.org/notices/25729471,Partial,India
2021-11-09T00:00:00.000Z,https://lumendatabase.org/notices/25704676,Yes,France
2021-11-10T00:00:00.000Z,https://lumendatabase.org/notices/25713044,Yes,Turkey
2021-11-10T00:00:00.000Z,https://lumendatabase.org/notices/25713136,Yes,Turkey
2021-11-11T00:00:00.000Z,https://lumendatabase.org/notices/25722596,Yes,Indonesia
2021-11-11T00:00:00.000Z,https://lumendatabase.org/notices/25742311,Partial,Turkey
2021-11-11T00:00:00.000Z,https://lumendatabase.org/notices/25719715,Yes,Turkey
2021-11-11T00:00:00.000Z,https://lumendatabase.org/notices/25719717,Yes,Turkey
2021-11-12T00:00:00.000Z,https://lumendatabase.org/notices/25798137,Partial,India
2021-11-16T00:00:00.000Z,https://lumendatabase.org/notices/25806742,,India
2021-11-17T00:00:00.000Z,https://lumendatabase.org/notices/26338789,Yes,Russia
2021-11-17T00:00:00.000Z,https://lumendatabase.org/notices/26338855,Yes,Russia
2021-11-18T00:00:00.000Z,https://lumendatabase.org/notices/25755053,Yes,Brazil
2021-11-18T00:00:00.000Z,https://lumendatabase.org/notices/27211988,Yes,Russia
2021-11-18T00:00:00.000Z,https://lumendatabase.org/notices/27235563,Yes,Russia
2021-11-18T00:00:00.000Z,https://lumendatabase.org/notices/27235754,Yes,Russia
2021-11-20T00:00:00.000Z,https://lumendatabase.org/notices/25759513,Yes,France
2021-11-20T00:00:00.000Z,https://lumendatabase.org/notices/25759520,Yes,France
2021-11-20T00:00:00.000Z,https://lumendatabase.org/notices/25758756,Yes,Turkey
2021-11-22T00:00:00.000Z,https://lumendatabase.org/notices/25762124,Partial,Korea
2021-11-22T00:00:00.000Z,https://lumendatabase.org/notices/25762129,Yes,Turkey
2021-11-25T00:00:00.000Z,https://lumendatabase.org/notices/25786660,Partial,Turkey
2021-11-26T00:00:00.000Z,https://lumendatabase.org/notices/25781378,Yes,India
2021-11-26T00:00:00.000Z,https://lumendatabase.org/notices/25781393,Yes,India
2021-11-26T00:00:00.000Z,https://lumendatabase.org/notices/25781402,Yes,India
2021-11-27T00:00:00.000Z,https://lumendatabase.org/notices/25773847,Yes,Turkey
2021-12-01T00:00:00.000Z,https://lumendatabase.org/notices/25802609,Partial,India
2021-12-01T00:00:00.000Z,https://lumendatabase.org/notices/26339052,Yes,Russia
2021-12-01T00:00:00.000Z,https://lumendatabase.org/notices/26339243,Yes,Russia
2021-12-07T00:00:00.000Z,https://lumendatabase.org/notices/25800525,Yes,Brazil
2021-12-07T00:00:00.000Z,https://lumendatabase.org/notices/26417486,Partial,Turkey
2021-12-08T00:00:00.000Z,https://lumendatabase.org/notices/25801559,Partial,Turkey
2021-12-08T00:00:00.000Z,https://lumendatabase.org/notices/25801890,Yes,Turkey
2021-12-08T00:00:00.000Z,https://lumendatabase.org/notices/25801471,Yes,Turkey
2021-12-09T00:00:00.000Z,https://lumendatabase.org/notices/25810601,Partial,India
2021-12-09T00:00:00.000Z,https://lumendatabase.org/notices/25810683,Partial,India
2021-12-09T00:00:00.000Z,https://lumendatabase.org/notices/25803785,,Japan
2021-12-09T00:00:00.000Z,https://lumendatabase.org/notices/25803642,,Japan
2021-12-15T00:00:00.000Z,https://lumendatabase.org/notices/25821117,Partial,India
2021-12-15T00:00:00.000Z,https://lumendatabase.org/notices/25813894,Partial,Japan
2021-12-15T00:00:00.000Z,https://lumendatabase.org/notices/26339396,Yes,Russia
2021-12-15T00:00:00.000Z,https://lumendatabase.org/notices/26339680,Yes,Russia
2021-12-15T00:00:00.000Z,https://lumendatabase.org/notices/26339684,Yes,Russia
2021-12-15T00:00:00.000Z,https://lumendatabase.org/notices/27282441,Yes,South Korea
2021-12-16T00:00:00.000Z,https://lumendatabase.org/notices/25815358,,Japan
2021-12-17T00:00:00.000Z,https://lumendatabase.org/notices/25825174,Yes,Turkey
2021-12-17T00:00:00.000Z,https://lumendatabase.org/notices/25825184,Yes,Turkey
2021-12-22T00:00:00.000Z,https://lumendatabase.org/notices/25827958,Yes,Japan
2021-12-24T00:00:00.000Z,https://lumendatabase.org/notices/25838334,Yes,Turkey
2021-12-25T00:00:00.000Z,https://lumendatabase.org/notices/26407714,Yes,India
2021-12-27T00:00:00.000Z,https://lumendatabase.org/notices/27015816,,India
2021-12-28T00:00:00.000Z,https://lumendatabase.org/notices/26295709,Partial,Turkey
2021-12-29T00:00:00.000Z,https://lumendatabase.org/notices/26561090,Partial,India
2021-12-29T00:00:00.000Z,https://lumendatabase.org/notices/26482311,Partial,India
2021-12-30T00:00:00.000Z,https://lumendatabase.org/notices/26298402,Yes,Turkey
2022-01-01T00:00:00.000Z,https://lumendatabase.org/notices/26948466,Partial,India
2022-01-05T00:00:00.000Z,https://lumendatabase.org/notices/26387274,Partial,Turkey
2022-01-06T00:00:00.000Z,https://lumendatabase.org/notices/26368475,Partial,India
2022-01-06T00:00:00.000Z,https://lumendatabase.org/notices/30207272,Yes,Japan
2022-01-06T00:00:00.000Z,https://lumendatabase.org/notices/26394709,,Japan
2022-01-06T00:00:00.000Z,https://lumendatabase.org/notices/30207220,Yes,Japan
2022-01-07T00:00:00.000Z,https://lumendatabase.org/notices/26505723,Yes,India
2022-01-08T00:00:00.000Z,https://lumendatabase.org/notices/26504746,Yes,India
2022-01-08T00:00:00.000Z,https://lumendatabase.org/notices/26380571,Yes,Indonesia
2022-01-11T00:00:00.000Z,https://lumendatabase.org/notices/30259537,Yes,Japan
2022-01-11T00:00:00.000Z,https://lumendatabase.org/notices/30259571,Yes,Japan
2022-01-12T00:00:00.000Z,https://lumendatabase.org/notices/26463833,Partial,India
2022-01-12T00:00:00.000Z,https://lumendatabase.org/notices/26839834,Yes,Russia
2022-01-12T00:00:00.000Z,https://lumendatabase.org/notices/26417990,Yes,UAE
2022-01-13T00:00:00.000Z,https://lumendatabase.org/notices/26475035,Yes,India
2022-01-13T00:00:00.000Z,https://lumendatabase.org/notices/26419999,,Korea
2022-01-13T00:00:00.000Z,https://lumendatabase.org/notices/27295614,Yes,Russia
2022-01-13T00:00:00.000Z,https://lumendatabase.org/notices/26425543,Yes,Turkey
2022-01-17T00:00:00.000Z,https://lumendatabase.org/notices/26494647,Partial,India
2022-01-17T00:00:00.000Z,https://lumendatabase.org/notices/26498072,Partial,India
2022-01-17T00:00:00.000Z,https://lumendatabase.org/notices/26472330,,Russia
2022-01-17T00:00:00.000Z,https://lumendatabase.org/notices/26472575,Yes,Russia
2022-01-17T00:00:00.000Z,https://lumendatabase.org/notices/26472656,Yes,Russia
2022-01-17T00:00:00.000Z,https://lumendatabase.org/notices/26472673,Yes,Russia
2022-01-17T00:00:00.000Z,https://lumendatabase.org/notices/26505904,Yes,Turkey
2022-01-17T00:00:00.000Z,https://lumendatabase.org/notices/26505861,Yes,Turkey
2022-01-18T00:00:00.000Z,https://lumendatabase.org/notices/26695404,,India
2022-01-18T00:00:00.000Z,https://lumendatabase.org/notices/26476464,Yes,Turkey
2022-01-18T00:00:00.000Z,https://lumendatabase.org/notices/26475943,Yes,Turkey
2022-01-18T00:00:00.000Z,https://lumendatabase.org/notices/26476576,Partial,Turkey
2022-01-18T00:00:00.000Z,https://lumendatabase.org/notices/26474789,Yes,Turkey
2022-01-18T00:00:00.000Z,https://lumendatabase.org/notices/26474872,Yes,Turkey
2022-01-19T00:00:00.000Z,https://lumendatabase.org/notices/30356937,Yes,Japan
2022-01-19T00:00:00.000Z,https://lumendatabase.org/notices/26494735,Yes,Russia
2022-01-19T00:00:00.000Z,https://lumendatabase.org/notices/26495011,Yes,Russia
2022-01-20T00:00:00.000Z,https://lumendatabase.org/notices/26504903,Yes,Russia
2022-01-20T00:00:00.000Z,https://lumendatabase.org/notices/26504908,Yes,Russia
2022-01-21T00:00:00.000Z,https://lumendatabase.org/notices/26520081,Partial,India
2022-01-24T00:00:00.000Z,https://lumendatabase.org/notices/26550774,Partial,India
2022-01-25T00:00:00.000Z,https://lumendatabase.org/notices/26553467,Partial,India
2022-01-25T00:00:00.000Z,https://lumendatabase.org/notices/26566362,Yes,Turkey
2022-01-26T00:00:00.000Z,https://lumendatabase.org/notices/26564119,Partial,India
2022-01-26T00:00:00.000Z,https://lumendatabase.org/notices/26840283,Yes,Russia
2022-01-26T00:00:00.000Z,https://lumendatabase.org/notices/26840348,Yes,Russia
2022-01-27T00:00:00.000Z,https://lumendatabase.org/notices/26567184,Yes,Turkey
2022-01-28T00:00:00.000Z,https://lumendatabase.org/notices/30481854,Partial,Japan
2022-02-01T00:00:00.000Z,https://lumendatabase.org/notices/26816737,Yes,India
2022-02-01T00:00:00.000Z,https://lumendatabase.org/notices/26617136,,Japan
2022-02-01T00:00:00.000Z,https://lumendatabase.org/notices/26622402,Partial,Turkey
2022-02-01T00:00:00.000Z,https://lumendatabase.org/notices/26622490,Yes,Turkey
2022-02-02T00:00:00.000Z,https://lumendatabase.org/notices/30543001,Yes,Japan
2022-02-02T00:00:00.000Z,https://lumendatabase.org/notices/26840352,Yes,Russia
2022-02-02T00:00:00.000Z,https://lumendatabase.org/notices/26840357,Yes,Russia
2022-02-02T00:00:00.000Z,https://lumendatabase.org/notices/26841219,Yes,Russia
2022-02-02T00:00:00.000Z,https://lumendatabase.org/notices/26841298,Yes,Russia
2022-02-03T00:00:00.000Z,https://lumendatabase.org/notices/26631664,Partial,Turkey
2022-02-04T00:00:00.000Z,https://lumendatabase.org/notices/26650593,Partial,Indonesia
2022-02-07T00:00:00.000Z,https://lumendatabase.org/notices/26687563,Partial,India
2022-02-08T00:00:00.000Z,https://lumendatabase.org/notices/26728632,Yes,India
2022-02-08T00:00:00.000Z,https://lumendatabase.org/notices/26689046,,Japan
2022-02-09T00:00:00.000Z,https://lumendatabase.org/notices/26819584,Yes,Netherlands
2022-02-12T00:00:00.000Z,https://lumendatabase.org/notices/26839772,Yes,Russia
2022-02-13T00:00:00.000Z,https://lumendatabase.org/notices/26744405,Partial,India
2022-02-13T00:00:00.000Z,https://lumendatabase.org/notices/26747090,Partial,India
2022-02-17T00:00:00.000Z,https://lumendatabase.org/notices/26811310,Yes,Turkey
2022-02-18T00:00:00.000Z,https://lumendatabase.org/notices/27907496,Partial,India
2022-02-18T00:00:00.000Z,https://lumendatabase.org/notices/26916405,Partial,India
2022-02-18T00:00:00.000Z,https://lumendatabase.org/notices/26797503,Yes,Indonesia
2022-02-19T00:00:00.000Z,https://lumendatabase.org/notices/26845620,Yes,Unknown
2022-02-22T00:00:00.000Z,https://lumendatabase.org/notices/26855492,Yes,Turkey
2022-02-23T00:00:00.000Z,https://lumendatabase.org/notices/26840382,Yes,Turkey
2022-02-23T00:00:00.000Z,https://lumendatabase.org/notices/26855501,Yes,Turkey
2022-02-23T00:00:00.000Z,https://lumendatabase.org/notices/26841970,Partial,Turkey
2022-02-23T00:00:00.000Z,https://lumendatabase.org/notices/26842188,Partial,Turkey
2022-02-23T00:00:00.000Z,https://lumendatabase.org/notices/26856010,Yes,Turkey
2022-02-23T00:00:00.000Z,https://lumendatabase.org/notices/26844620,Yes,Turkey
2022-02-24T00:00:00.000Z,https://lumendatabase.org/notices/26867862,Yes,Unknown
2022-02-28T00:00:00.000Z,https://lumendatabase.org/notices/27037390,Partial,India
2022-02-28T00:00:00.000Z,https://lumendatabase.org/notices/26887992,Yes,Turkey
2022-02-28T00:00:00.000Z,https://lumendatabase.org/notices/26904133,Yes,Turkey
2022-03-02T00:00:00.000Z,https://lumendatabase.org/notices/26920986,Partial,India
2022-03-02T00:00:00.000Z,https://lumendatabase.org/notices/26916897,Partial,India
2022-03-02T00:00:00.000Z,https://lumendatabase.org/notices/26907876,Partial,United Kingdom
2022-03-03T00:00:00.000Z,https://lumendatabase.org/notices/26916060,Partial,Japan
2022-03-04T00:00:00.000Z,https://lumendatabase.org/notices/26963205,Yes,Germany
2022-03-05T00:00:00.000Z,https://lumendatabase.org/notices/26930415,Yes,Turkey
2022-03-08T00:00:00.000Z,https://lumendatabase.org/notices/27259149,Partial,India
2022-03-08T00:00:00.000Z,https://lumendatabase.org/notices/26952290,Partial,Korea
2022-03-08T00:00:00.000Z,https://lumendatabase.org/notices/26965076,Partial,Korea
2022-03-08T00:00:00.000Z,https://lumendatabase.org/notices/26952540,Partial,Korea
2022-03-08T00:00:00.000Z,https://lumendatabase.org/notices/26952610,Partial,Korea
2022-03-08T00:00:00.000Z,https://lumendatabase.org/notices/26952112,Partial,Korea
2022-03-08T00:00:00.000Z,https://lumendatabase.org/notices/26952551,Partial,Korea
2022-03-08T00:00:00.000Z,https://lumendatabase.org/notices/26952153,Partial,Korea
2022-03-08T00:00:00.000Z,https://lumendatabase.org/notices/26952548,Partial,Korea
2022-03-08T00:00:00.000Z,https://lumendatabase.org/notices/26953162,Partial,Korea
2022-03-08T00:00:00.000Z,https://lumendatabase.org/notices/26952549,Partial,Korea
2022-03-08T00:00:00.000Z,https://lumendatabase.org/notices/26952550,Partial,Korea
2022-03-08T00:00:00.000Z,https://lumendatabase.org/notices/26953118,Partial,Korea
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/27052495,Yes,Germany
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26958968,Partial,Korea
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26964818,Partial,Korea
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26959051,Partial,Korea
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26964859,Partial,Korea
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26959118,Partial,Korea
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26959187,Partial,Korea
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26959278,Partial,Korea
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26964892,Partial,Korea
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26959293,Partial,Korea
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26959345,Partial,Korea
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26964899,Partial,Korea
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26958931,Partial,Korea
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26964324,Partial,Turkey
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26964318,Partial,Turkey
2022-03-09T00:00:00.000Z,https://lumendatabase.org/notices/26964321,Partial,Turkey
2022-03-10T00:00:00.000Z,https://lumendatabase.org/notices/26970500,Partial,Turkey
2022-03-12T00:00:00.000Z,https://lumendatabase.org/notices/26984226,Yes,Japan
2022-03-12T00:00:00.000Z,https://lumendatabase.org/notices/26984307,Yes,Japan
2022-03-14T00:00:00.000Z,https://lumendatabase.org/notices/27011529,Partial,India
2022-03-14T00:00:00.000Z,https://lumendatabase.org/notices/27012574,Partial,India
2022-03-15T00:00:00.000Z,https://lumendatabase.org/notices/27011281,Partial,Turkey
2022-03-16T00:00:00.000Z,https://lumendatabase.org/notices/27117079,Partial,Germany
2022-03-16T00:00:00.000Z,https://lumendatabase.org/notices/27038383,Unspecified,Japan
2022-03-16T00:00:00.000Z,https://lumendatabase.org/notices/27031564,Yes,Unknown
2022-03-17T00:00:00.000Z,https://lumendatabase.org/notices/27052603,Yes,Germany
2022-03-17T00:00:00.000Z,https://lumendatabase.org/notices/27043095,Yes,Turkey
2022-03-17T00:00:00.000Z,https://lumendatabase.org/notices/27043155,Yes,Turkey
2022-03-18T00:00:00.000Z,https://lumendatabase.org/notices/27152850,Partial,Turkey
2022-03-18T00:00:00.000Z,https://lumendatabase.org/notices/27045951,Partial,Turkey
2022-03-20T00:00:00.000Z,https://lumendatabase.org/notices/27047212,Unspecified,Japan
2022-03-21T00:00:00.000Z,https://lumendatabase.org/notices/27058999,Partial,Germany
2022-03-22T00:00:00.000Z,https://lumendatabase.org/notices/27060099,Yes,Germany
2022-03-23T00:00:00.000Z,https://lumendatabase.org/notices/27064825,Yes,Colombia
2022-03-23T00:00:00.000Z,https://lumendatabase.org/notices/27064302,Yes,Japan
2022-03-24T00:00:00.000Z,https://lumendatabase.org/notices/27066310,Partial,Korea
2022-03-24T00:00:00.000Z,https://lumendatabase.org/notices/27069208,Yes,Turkey
2022-03-25T00:00:00.000Z,https://lumendatabase.org/notices/27081620,Partial,Brazil
2022-03-25T00:00:00.000Z,https://lumendatabase.org/notices/27087624,Yes,Germany
2022-03-28T00:00:00.000Z,https://lumendatabase.org/notices/27614633,Yes,India
2022-03-28T00:00:00.000Z,https://lumendatabase.org/notices/27526926,,India
2022-03-29T00:00:00.000Z,https://lumendatabase.org/notices/27153906,Yes,Turkey
2022-03-30T00:00:00.000Z,https://lumendatabase.org/notices/27114619,Unspecified,Japan
2022-03-30T00:00:00.000Z,https://lumendatabase.org/notices/27115814,Yes,Turkey
2022-03-30T00:00:00.000Z,https://lumendatabase.org/notices/27114892,Partial,Turkey
2022-03-30T00:00:00.000Z,https://lumendatabase.org/notices/27116769,Partial,Turkey
2022-03-30T00:00:00.000Z,https://lumendatabase.org/notices/27116386,Yes,Turkey
2022-03-30T00:00:00.000Z,https://lumendatabase.org/notices/27123461,Yes,United Kingdom
2022-03-31T00:00:00.000Z,https://lumendatabase.org/notices/27122559,Partial,Korea
2022-03-31T00:00:00.000Z,https://lumendatabase.org/notices/27125801,Yes,Turkey
2022-04-01T00:00:00.000Z,https://lumendatabase.org/notices/27129255,Yes,Indonesia
2022-04-02T00:00:00.000Z,https://lumendatabase.org/notices/27144951,Yes,Japan
2022-04-04T00:00:00.000Z,https://lumendatabase.org/notices/27179130,Yes,India
2022-04-04T00:00:00.000Z,https://lumendatabase.org/notices/27166296,Yes,Turkey
2022-04-05T00:00:00.000Z,https://lumendatabase.org/notices/27186419,Unspecified,Japan
2022-04-05T00:00:00.000Z,https://lumendatabase.org/notices/27172308,Yes,Turkey
2022-04-06T00:00:00.000Z,https://lumendatabase.org/notices/27179788,Partial,Turkey
2022-04-07T00:00:00.000Z,https://lumendatabase.org/notices/27220701,Yes,Germany
2022-04-07T00:00:00.000Z,https://lumendatabase.org/notices/27222545,Yes,Germany
2022-04-07T00:00:00.000Z,https://lumendatabase.org/notices/27518855,Yes,India
2022-04-07T00:00:00.000Z,https://lumendatabase.org/notices/27201028,Partial,Korea
2022-04-07T00:00:00.000Z,https://lumendatabase.org/notices/27219016,Partial,Korea
2022-04-07T00:00:00.000Z,https://lumendatabase.org/notices/27200889,Partial,Korea
2022-04-07T00:00:00.000Z,https://lumendatabase.org/notices/27200424,Partial,Korea
2022-04-07T00:00:00.000Z,https://lumendatabase.org/notices/27200529,Partial,Korea
2022-04-07T00:00:00.000Z,https://lumendatabase.org/notices/27200689,Partial,Korea
2022-04-07T00:00:00.000Z,https://lumendatabase.org/notices/27200818,Partial,Korea
2022-04-07T00:00:00.000Z,https://lumendatabase.org/notices/27201116,Partial,Korea
2022-04-07T00:00:00.000Z,https://lumendatabase.org/notices/27199894,Partial,South Korea
2022-04-07T00:00:00.000Z,https://lumendatabase.org/notices/27250957,Partial,Spain
2022-04-11T00:00:00.000Z,https://lumendatabase.org/notices/27228090,Yes,France
2022-04-11T00:00:00.000Z,https://lumendatabase.org/notices/27228353,Yes,France
2022-04-11T00:00:00.000Z,https://lumendatabase.org/notices/27228437,Yes,France
2022-04-12T00:00:00.000Z,https://lumendatabase.org/notices/27245900,Partial,Korea
2022-04-12T00:00:00.000Z,https://lumendatabase.org/notices/27246027,Partial,Korea
2022-04-12T00:00:00.000Z,https://lumendatabase.org/notices/27246069,Partial,Korea
2022-04-12T00:00:00.000Z,https://lumendatabase.org/notices/27246071,Partial,Korea
2022-04-12T00:00:00.000Z,https://lumendatabase.org/notices/27246149,Partial,Korea
2022-04-12T00:00:00.000Z,https://lumendatabase.org/notices/27246311,Partial,Korea
2022-04-12T00:00:00.000Z,https://lumendatabase.org/notices/27246373,Partial,Korea
2022-04-12T00:00:00.000Z,https://lumendatabase.org/notices/27246442,Partial,Korea
2022-04-12T00:00:00.000Z,https://lumendatabase.org/notices/27245712,Partial,Korea
2022-04-12T00:00:00.000Z,https://lumendatabase.org/notices/27238632,Partial,Korea
2022-04-13T00:00:00.000Z,https://lumendatabase.org/notices/27340560,Partial,India
2022-04-13T00:00:00.000Z,https://lumendatabase.org/notices/27255417,Partial,Korea
2022-04-14T00:00:00.000Z,https://lumendatabase.org/notices/27280046,Partial,India
2022-04-14T00:00:00.000Z,https://lumendatabase.org/notices/27289176,Yes,Turkey
2022-04-16T00:00:00.000Z,https://lumendatabase.org/notices/27272612,Partial,Korea
2022-04-17T00:00:00.000Z,https://lumendatabase.org/notices/27286470,,Korea
2022-04-17T00:00:00.000Z,https://lumendatabase.org/notices/27286468,,Korea
2022-04-18T00:00:00.000Z,https://lumendatabase.org/notices/27507511,Yes,India
2022-04-18T00:00:00.000Z,https://lumendatabase.org/notices/27571891,Yes,India
2022-04-18T00:00:00.000Z,https://lumendatabase.org/notices/27286472,,Korea
2022-04-18T00:00:00.000Z,https://lumendatabase.org/notices/27295041,Partial,Korea
2022-04-18T00:00:00.000Z,https://lumendatabase.org/notices/27286479,,Korea
2022-04-19T00:00:00.000Z,https://lumendatabase.org/notices/27304072,Partial,Brazil
2022-04-19T00:00:00.000Z,https://lumendatabase.org/notices/27318416,Yes,Germany
2022-04-19T00:00:00.000Z,https://lumendatabase.org/notices/27295840,Partial,Korea
2022-04-19T00:00:00.000Z,https://lumendatabase.org/notices/27300524,Yes,Turkey
2022-04-19T00:00:00.000Z,https://lumendatabase.org/notices/27302008,Yes,Turkey
2022-04-19T00:00:00.000Z,https://lumendatabase.org/notices/27302565,Yes,Turkey
2022-04-19T00:00:00.000Z,https://lumendatabase.org/notices/27303194,Yes,Turkey
2022-04-19T00:00:00.000Z,https://lumendatabase.org/notices/27306412,Yes,Turkey
2022-04-19T00:00:00.000Z,https://lumendatabase.org/notices/27306667,Yes,Turkey
2022-04-19T00:00:00.000Z,https://lumendatabase.org/notices/27306677,Yes,Turkey
2022-04-19T00:00:00.000Z,https://lumendatabase.org/notices/27302087,Partial,Turkey
2022-04-19T00:00:00.000Z,https://lumendatabase.org/notices/27300958,Yes,Turkey
2022-04-20T00:00:00.000Z,https://lumendatabase.org/notices/27364594,Yes,Germany
2022-04-20T00:00:00.000Z,https://lumendatabase.org/notices/27305208,Yes,India
2022-04-20T00:00:00.000Z,https://lumendatabase.org/notices/27305161,Partial,Korea
2022-04-20T00:00:00.000Z,https://lumendatabase.org/notices/27306807,Yes,Turkey
2022-04-21T00:00:00.000Z,https://lumendatabase.org/notices/27429233,Unspecified,Japan
2022-04-21T00:00:00.000Z,https://lumendatabase.org/notices/27315388,Partial,Korea
2022-04-21T00:00:00.000Z,https://lumendatabase.org/notices/27315461,Partial,Korea
2022-04-21T00:00:00.000Z,https://lumendatabase.org/notices/27316382,,Korea
2022-04-21T00:00:00.000Z,https://lumendatabase.org/notices/27315596,Partial,Korea
2022-04-21T00:00:00.000Z,https://lumendatabase.org/notices/27315523,Partial,Korea
2022-04-21T00:00:00.000Z,https://lumendatabase.org/notices/27317784,Partial,Turkey
2022-04-21T00:00:00.000Z,https://lumendatabase.org/notices/27317793,Partial,Turkey
2022-04-22T00:00:00.000Z,https://lumendatabase.org/notices/27336007,Unspecified,Singapore
2022-04-23T00:00:00.000Z,https://lumendatabase.org/notices/27368727,No,France
2022-04-23T00:00:00.000Z,https://lumendatabase.org/notices/27368729,No,France
2022-04-23T00:00:00.000Z,https://lumendatabase.org/notices/27338661,Yes,France
2022-04-23T00:00:00.000Z,https://lumendatabase.org/notices/27340833,Yes,France
2022-04-23T00:00:00.000Z,https://lumendatabase.org/notices/27335347,Partial,Korea
2022-04-23T00:00:00.000Z,https://lumendatabase.org/notices/27335554,Partial,Korea
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27343725,Yes,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27343751,Yes,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27344080,Partial,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27344119,Partial,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27344275,Partial,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27344441,Yes,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27344469,Partial,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27344826,Yes,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27345255,Partial,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27345579,Partial,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27345839,Yes,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27345848,Yes,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27346207,Yes,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27362022,,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27362387,,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27362534,,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27362714,,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27362807,,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27362865,,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27362897,,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27362899,,France
2022-04-24T00:00:00.000Z,https://lumendatabase.org/notices/27362902,,France
